TransactionID,CustomerName,Category,Amount,Branch,Date,Status
663249,Mrs. Kelly Sanders,Electronics,677.45,Suez - Port Tawfik,2025-05-04,Failed
388447,Mark Thomas,Toys,14413.87,Port Said - Port Fuad,2025-04-21,Pending
132803,Todd Holloway,Fashion,10678.21,Cairo - Nasr City,2025-07-06,Pending
923372,Bryan Johnson,Toys,11297.25,Port Said - Port Fuad,2025-05-07,Failed
764508,Lauren Willis,Groceries,3483.63,Alexandria - Smouha,2026-03-24,Success
887794,Andrew Turner,Groceries,14440.11,Suez - Port Tawfik,2025-04-30,Failed
649204,Daniel Rosario,Fashion,11008.93,Alexandria - Smouha,2025-12-04,Pending
294208,Diana Vargas,Fashion,6823.32,Cairo - Nasr City,2025-07-14,Pending
460993,Julian Smith,Groceries,10464.78,Cairo - Nasr City,2025-09-18,Success
120499,Michael Peterson,Home Appliances,5180.26,Suez - Port Tawfik,2025-07-09,Success
196278,Crystal Simmons,Home Appliances,5042.15,Alexandria - Smouha,2025-09-03,Failed
868647,Ronald Wall,Fashion,2127.66,Giza - Dokki,2025-06-09,Failed
567482,Lindsay King,Fashion,8572.76,Giza - Dokki,2025-12-02,Success
188682,Carol Shepherd,Groceries,6899.79,Suez - Port Tawfik,2025-12-13,Failed
393645,Christopher Castro,Groceries,6306.09,Alexandria - Smouha,2025-05-20,Pending
820740,Linda Barton,Fashion,6767.86,Suez - Port Tawfik,2025-07-31,Pending
507622,Rachel Salas,Groceries,7829.12,Alexandria - Smouha,2026-01-27,Pending
653315,Jessica Ware,Fashion,13001.48,Port Said - Port Fuad,2025-07-17,Success
406501,Emily Weber,Fashion,11315.86,Giza - Dokki,2025-05-29,Failed
622890,Matthew Carpenter,Electronics,413.36,Alexandria - Smouha,2025-06-05,Success
455435,Molly Hoffman,Home Appliances,5586.64,Giza - Dokki,2025-08-17,Success
147534,William Goodman,Fashion,6216.57,Alexandria - Smouha,2025-11-01,Failed
335032,Caroline Scott DDS,Electronics,10032.17,Suez - Port Tawfik,2025-04-20,Success
388109,Frances Sharp,Electronics,5249.23,Suez - Port Tawfik,2025-06-04,Failed
865139,William Huff,Groceries,10404.44,Suez - Port Tawfik,2025-08-02,Pending
104604,Molly Holland,Fashion,6202.62,Suez - Port Tawfik,2025-10-28,Failed
286754,Amber Prince,Groceries,10291.01,Suez - Port Tawfik,2025-10-22,Failed
171291,Danielle Weaver,Toys,1386.51,Port Said - Port Fuad,2025-12-13,Success
870043,Melissa Howard,Home Appliances,10695.81,Cairo - Nasr City,2025-12-27,Failed
170524,Donald Kirk,Electronics,12718.26,Giza - Dokki,2026-02-10,Failed
167744,Maria Moore,Groceries,10984.28,Suez - Port Tawfik,2026-02-22,Success
470739,Michael Jimenez,Toys,7245.85,Suez - Port Tawfik,2025-04-26,Success
399481,Brenda Warner,Electronics,4316.29,Port Said - Port Fuad,2026-03-06,Pending
120502,Mackenzie Smith,Fashion,3795.6,Port Said - Port Fuad,2026-03-14,Pending
346990,James Sanchez,Electronics,10597.46,Port Said - Port Fuad,2025-04-08,Pending
417217,Cheryl Walsh DDS,Fashion,12352.06,Cairo - Nasr City,2025-09-15,Pending
909936,Lindsey Schroeder,Home Appliances,3758.01,Giza - Dokki,2026-01-10,Failed
203958,Andrew Price,Home Appliances,10813.51,Suez - Port Tawfik,2025-08-14,Failed
112110,Nicole Lucas,Groceries,7961.18,Port Said - Port Fuad,2025-06-30,Success
812139,David Schmidt,Home Appliances,9618.93,Port Said - Port Fuad,2026-02-07,Failed
272135,Sarah Smith,Home Appliances,6037.5,Port Said - Port Fuad,2026-03-31,Failed
434851,David Cooper,Electronics,6310.29,Port Said - Port Fuad,2025-06-17,Pending
858392,Brian Garcia,Toys,6756.91,Port Said - Port Fuad,2025-10-25,Success
533478,Haley Bennett,Toys,884.69,Alexandria - Smouha,2026-03-16,Success
720408,Kerri Stephens,Home Appliances,10387.12,Port Said - Port Fuad,2025-08-09,Pending
733474,Larry Welch,Electronics,680.74,Suez - Port Tawfik,2025-08-10,Pending
724422,Tyler Malone,Toys,7258.92,Giza - Dokki,2026-03-08,Failed
369513,Amanda Phillips MD,Home Appliances,7492.33,Cairo - Nasr City,2025-07-28,Pending
802882,Gregory Hernandez,Electronics,9294.49,Suez - Port Tawfik,2025-08-12,Failed
426904,Janice Massey,Home Appliances,5049.83,Giza - Dokki,2025-05-22,Failed
204001,Jennifer Anderson,Electronics,10249.17,Giza - Dokki,2025-12-22,Success
235546,Amanda Walker,Groceries,282.96,Cairo - Nasr City,2026-02-13,Success
535586,David Glenn,Fashion,5678.67,Suez - Port Tawfik,2025-12-07,Success
781710,Melanie Rodriguez,Home Appliances,4547.58,Cairo - Nasr City,2025-10-08,Failed
235607,Daniel Terry,Groceries,10263.81,Giza - Dokki,2025-08-08,Pending
759361,Kelly Wolfe,Home Appliances,10571.07,Alexandria - Smouha,2025-12-24,Success
195820,Patrick Bailey,Home Appliances,629.17,Giza - Dokki,2025-12-12,Failed
466541,Emma Hernandez,Groceries,6837.05,Cairo - Nasr City,2026-01-21,Success
474693,Gabrielle Sosa,Groceries,10027.26,Alexandria - Smouha,2025-04-20,Failed
676572,Timothy Hess,Home Appliances,14103.25,Cairo - Nasr City,2025-12-03,Failed
167829,Samuel Parker,Fashion,12184.91,Alexandria - Smouha,2025-12-25,Failed
398569,Curtis Ray,Toys,2452.71,Giza - Dokki,2025-12-14,Success
956914,Shawn Johnson,Electronics,10032.88,Alexandria - Smouha,2025-08-23,Failed
954596,Deborah Shepherd,Electronics,9476.83,Port Said - Port Fuad,2025-05-16,Success
142458,Jasmine Martin,Groceries,6103.0,Alexandria - Smouha,2026-02-11,Pending
727631,James Herring,Home Appliances,14916.73,Giza - Dokki,2026-02-28,Failed
486044,George Hanson,Electronics,13967.11,Alexandria - Smouha,2025-09-06,Success
617764,Donna Delacruz,Groceries,4055.32,Giza - Dokki,2025-12-01,Failed
719064,Ryan Suarez,Toys,7046.24,Cairo - Nasr City,2025-10-19,Success
780769,Pamela Lopez,Electronics,8878.5,Suez - Port Tawfik,2025-07-31,Success
776400,Scott Hall,Groceries,4871.38,Giza - Dokki,2026-01-23,Success
444911,Christopher Estrada,Electronics,6327.22,Cairo - Nasr City,2025-06-21,Pending
781888,Veronica Lopez,Home Appliances,11912.36,Alexandria - Smouha,2025-06-21,Success
640757,James Shelton,Home Appliances,10247.66,Giza - Dokki,2025-11-01,Success
633437,Melissa Wong,Toys,2774.37,Suez - Port Tawfik,2025-10-18,Pending
349284,Tamara Rivera,Groceries,13362.27,Suez - Port Tawfik,2025-05-21,Pending
199391,Breanna Dunn,Fashion,3930.82,Alexandria - Smouha,2025-07-03,Success
492413,Brian Hudson,Groceries,6304.83,Cairo - Nasr City,2026-03-27,Pending
914844,Susan Rios,Electronics,12136.08,Alexandria - Smouha,2025-10-13,Pending
786151,Mark Gonzalez,Fashion,12232.15,Giza - Dokki,2025-11-23,Failed
837699,Tamara Walker,Groceries,2921.63,Cairo - Nasr City,2025-11-05,Failed
113504,Adam York,Toys,12418.68,Suez - Port Tawfik,2026-01-29,Pending
284224,Martha Park,Fashion,5082.31,Port Said - Port Fuad,2025-05-02,Success
527683,Maria Miller,Fashion,13814.2,Port Said - Port Fuad,2025-08-04,Success
577901,Jeremy Evans,Fashion,14145.82,Alexandria - Smouha,2025-11-09,Success
979188,Christina Cole,Fashion,5816.96,Cairo - Nasr City,2025-06-03,Pending
967275,Brian Watson,Home Appliances,1770.69,Alexandria - Smouha,2025-05-26,Pending
911773,Denise Anderson,Fashion,1246.06,Suez - Port Tawfik,2025-06-01,Pending
566033,Grant Greene,Groceries,11910.13,Giza - Dokki,2026-01-16,Pending
558842,Justin Rose,Electronics,14767.36,Cairo - Nasr City,2026-01-04,Success
333235,Sean Lawson,Fashion,2699.36,Port Said - Port Fuad,2025-12-09,Failed
361918,Miranda Jones,Groceries,10360.19,Suez - Port Tawfik,2026-01-31,Success
941939,Melissa Valenzuela,Home Appliances,5569.18,Port Said - Port Fuad,2025-12-15,Pending
535392,Anthony Wilson,Groceries,142.34,Alexandria - Smouha,2025-09-17,Failed
872640,John Fletcher,Groceries,4624.8,Port Said - Port Fuad,2025-09-26,Pending
212763,Jeremy Ayers,Groceries,8855.88,Suez - Port Tawfik,2025-09-09,Success
500708,Desiree Gibson,Home Appliances,12757.98,Cairo - Nasr City,2025-04-26,Success
424421,Chad Johnson,Home Appliances,12055.0,Cairo - Nasr City,2025-04-05,Failed
716410,Martin Taylor,Electronics,14851.75,Port Said - Port Fuad,2026-03-16,Pending
460154,Robert Morris,Home Appliances,12805.65,Port Said - Port Fuad,2025-04-18,Pending
734359,Andrew Greene,Home Appliances,2819.76,Port Said - Port Fuad,2026-03-02,Pending
538207,Beverly Fleming,Electronics,13838.04,Port Said - Port Fuad,2025-12-30,Success
429226,Cheyenne Moreno,Fashion,4135.82,Suez - Port Tawfik,2026-01-23,Success
890070,Ashley Anderson,Electronics,9642.7,Port Said - Port Fuad,2025-12-15,Success
795532,Tammie Rose MD,Fashion,9075.86,Giza - Dokki,2025-06-06,Failed
152459,Jennifer Houston,Toys,13918.66,Port Said - Port Fuad,2025-06-20,Success
261251,Ryan Charles,Fashion,8171.76,Alexandria - Smouha,2025-09-20,Failed
721248,Diamond Simmons,Fashion,4193.28,Alexandria - Smouha,2025-09-25,Success
842922,Stephanie Lopez,Toys,3793.55,Port Said - Port Fuad,2025-11-21,Pending
346857,Debbie Evans,Electronics,2628.28,Port Said - Port Fuad,2026-02-03,Success
292039,Edward Bell,Electronics,14310.9,Suez - Port Tawfik,2025-06-25,Pending
837328,Elizabeth Burton,Electronics,11581.34,Suez - Port Tawfik,2025-05-03,Pending
357960,Nancy Bell,Groceries,7967.95,Alexandria - Smouha,2025-12-29,Failed
776116,Eric Russell,Fashion,5646.79,Cairo - Nasr City,2025-04-11,Pending
703019,Brenda Molina,Home Appliances,1694.66,Suez - Port Tawfik,2025-09-18,Success
739210,Debra Snyder,Electronics,10465.27,Alexandria - Smouha,2025-05-03,Success
678090,Melody Cummings,Toys,8530.66,Port Said - Port Fuad,2026-02-26,Success
255982,Jason Watkins,Fashion,4423.26,Cairo - Nasr City,2026-01-07,Pending
844460,Corey Reeves,Electronics,7297.37,Suez - Port Tawfik,2026-01-24,Pending
274357,Brian Castro,Electronics,12985.38,Suez - Port Tawfik,2025-04-29,Success
143115,Amy Kennedy,Home Appliances,11361.38,Suez - Port Tawfik,2025-11-16,Failed
785291,Alicia Fisher,Groceries,12481.73,Port Said - Port Fuad,2025-05-11,Failed
344704,Gregory Park,Groceries,2634.45,Alexandria - Smouha,2025-06-10,Pending
460657,Katie Bright,Groceries,11381.29,Alexandria - Smouha,2026-03-05,Failed
636895,Melissa Bradley,Electronics,8411.1,Suez - Port Tawfik,2025-09-08,Success
161660,Tyler White,Groceries,10255.38,Cairo - Nasr City,2025-04-21,Pending
458813,Kayla Banks,Toys,10261.49,Giza - Dokki,2025-11-21,Pending
642093,Gary Dalton,Home Appliances,9122.32,Alexandria - Smouha,2025-09-20,Success
856125,Sara Turner,Toys,14798.55,Port Said - Port Fuad,2026-02-23,Failed
898866,Ashley Mcmillan,Home Appliances,7042.51,Giza - Dokki,2025-04-13,Pending
553837,Don Blake,Fashion,3342.46,Cairo - Nasr City,2025-08-29,Failed
274819,Paige Aguilar,Home Appliances,7960.28,Giza - Dokki,2026-03-22,Pending
984792,Ashley Diaz,Groceries,925.71,Suez - Port Tawfik,2025-11-04,Pending
677904,Joshua Miller,Fashion,10722.15,Port Said - Port Fuad,2026-03-19,Pending
647185,Claudia Pratt,Groceries,13578.67,Cairo - Nasr City,2026-03-30,Failed
872060,Kristen King,Groceries,272.35,Alexandria - Smouha,2026-01-31,Failed
948094,Jacqueline Garcia,Toys,2602.09,Suez - Port Tawfik,2025-05-01,Failed
261058,Randy Peterson,Toys,13508.96,Cairo - Nasr City,2026-02-14,Failed
770595,Jennifer Jensen,Electronics,341.97,Port Said - Port Fuad,2025-04-05,Success
932912,Terry Hall,Fashion,88.82,Suez - Port Tawfik,2025-12-26,Failed
747909,Brandon Miller,Electronics,5215.88,Giza - Dokki,2025-10-19,Pending
123802,Frank Mitchell,Home Appliances,234.47,Giza - Dokki,2025-05-07,Pending
105194,Ashley Jackson MD,Groceries,11516.8,Port Said - Port Fuad,2025-08-25,Success
971297,Kimberly Rich,Home Appliances,6152.98,Giza - Dokki,2026-02-14,Pending
712079,Mary Murphy,Electronics,3350.92,Giza - Dokki,2026-03-12,Failed
954613,Brittany Baker,Groceries,13983.04,Suez - Port Tawfik,2026-01-31,Pending
543974,Corey Gonzales,Home Appliances,10781.79,Cairo - Nasr City,2025-09-17,Pending
160826,Jessica Martinez,Toys,1200.82,Port Said - Port Fuad,2025-07-03,Pending
464012,Richard Cooper,Home Appliances,3426.47,Cairo - Nasr City,2026-01-12,Failed
183347,Angela Jenkins,Electronics,14001.6,Cairo - Nasr City,2025-06-01,Pending
604579,Antonio Davis,Groceries,8887.02,Port Said - Port Fuad,2025-09-07,Pending
518320,Kevin Cobb,Toys,2085.4,Cairo - Nasr City,2025-11-27,Success
582216,Michele Mitchell,Electronics,3495.87,Port Said - Port Fuad,2025-10-19,Pending
928219,Laura Hartman,Toys,12424.86,Alexandria - Smouha,2026-03-23,Pending
133079,Heather Johnston,Home Appliances,13915.26,Cairo - Nasr City,2026-03-21,Pending
647482,Gary Armstrong,Groceries,4698.54,Alexandria - Smouha,2025-10-11,Success
610116,Elizabeth Ramirez,Fashion,6846.79,Port Said - Port Fuad,2025-06-26,Success
557290,Lisa Townsend,Groceries,9466.42,Suez - Port Tawfik,2025-11-06,Success
752247,Amanda Pope,Fashion,233.55,Port Said - Port Fuad,2025-07-15,Success
489507,Helen Cain,Groceries,9200.47,Port Said - Port Fuad,2025-04-20,Success
688563,Ashley Jones,Home Appliances,4402.91,Alexandria - Smouha,2025-10-12,Success
341966,Ryan Collins,Toys,5027.02,Suez - Port Tawfik,2025-05-02,Pending
912995,Patricia Kent,Fashion,12508.9,Alexandria - Smouha,2025-06-28,Success
331461,Raymond Bailey,Home Appliances,10012.02,Alexandria - Smouha,2025-09-02,Pending
482429,Robert Aguilar,Electronics,11622.34,Suez - Port Tawfik,2025-04-12,Success
742325,Ryan Barnes,Electronics,6392.57,Port Said - Port Fuad,2025-09-21,Pending
640308,Joseph Frost,Home Appliances,7762.25,Cairo - Nasr City,2025-11-22,Success
226869,Tammy Barry,Electronics,12401.97,Cairo - Nasr City,2025-05-16,Failed
903298,Stephanie Lee,Groceries,11323.55,Cairo - Nasr City,2026-03-19,Pending
662016,John Cobb,Fashion,14295.28,Cairo - Nasr City,2025-09-07,Pending
482948,Tina Nichols,Groceries,7686.4,Suez - Port Tawfik,2025-08-15,Pending
858546,Kathleen Blake,Fashion,13031.28,Giza - Dokki,2025-04-25,Pending
988459,Amber Mckenzie,Toys,14122.45,Giza - Dokki,2025-10-24,Pending
975030,Todd Taylor,Home Appliances,2280.67,Giza - Dokki,2025-05-18,Failed
552684,Dr. Caleb Guzman,Fashion,9194.83,Giza - Dokki,2025-12-08,Success
416113,Derrick Adams,Fashion,14670.49,Port Said - Port Fuad,2025-05-27,Success
553105,Denise Bowman,Groceries,13894.66,Port Said - Port Fuad,2025-07-14,Success
885677,Jerry Drake,Fashion,9682.3,Suez - Port Tawfik,2025-12-17,Failed
121548,Sara Thomas,Groceries,4143.08,Port Said - Port Fuad,2025-05-20,Success
917838,Kelly Mathews,Fashion,7409.28,Port Said - Port Fuad,2025-04-08,Success
902554,Rachel Whitaker,Toys,4903.62,Cairo - Nasr City,2025-12-02,Failed
774652,Travis Floyd,Home Appliances,711.04,Port Said - Port Fuad,2025-04-19,Success
203101,Anna Miller,Groceries,9479.87,Cairo - Nasr City,2026-03-26,Success
843964,Jonathan Moore,Electronics,2106.98,Giza - Dokki,2025-07-26,Pending
947774,Juan Greene,Electronics,11365.29,Suez - Port Tawfik,2025-11-17,Pending
347104,Deborah Bryant,Fashion,8740.74,Port Said - Port Fuad,2025-10-03,Failed
171246,Richard Ewing,Fashion,12503.63,Cairo - Nasr City,2025-06-14,Failed
829636,Jared Garcia,Toys,12101.19,Cairo - Nasr City,2026-02-15,Failed
884621,Brian Escobar,Groceries,7688.87,Port Said - Port Fuad,2025-12-08,Success
925741,Brent Wilson,Electronics,14929.31,Alexandria - Smouha,2025-05-22,Success
304795,Lucas Davis,Home Appliances,10261.96,Port Said - Port Fuad,2025-12-06,Failed
598932,Jonathan Ward,Groceries,6820.24,Suez - Port Tawfik,2025-09-12,Pending
227106,Emily Edwards,Toys,13762.84,Alexandria - Smouha,2025-07-16,Success
237305,Michelle Murillo,Toys,11032.28,Port Said - Port Fuad,2026-02-09,Failed
809639,Sarah Rodriguez,Electronics,383.58,Suez - Port Tawfik,2025-12-31,Failed
332019,Rebecca Hamilton,Fashion,13183.52,Giza - Dokki,2025-10-30,Success
275274,Andrea Ford,Groceries,14141.37,Port Said - Port Fuad,2025-05-19,Success
403954,Julian Avila,Groceries,8563.31,Cairo - Nasr City,2025-11-13,Failed
460408,Jennifer Harris,Fashion,515.47,Cairo - Nasr City,2025-11-23,Success
804802,Steven Larsen,Home Appliances,14826.33,Giza - Dokki,2025-12-21,Pending
211589,Gregory Jones,Fashion,10034.23,Alexandria - Smouha,2026-02-25,Pending
111775,Christina Pierce,Electronics,8551.36,Suez - Port Tawfik,2025-12-15,Success
324081,Christine Lin,Electronics,4284.18,Port Said - Port Fuad,2025-12-15,Success
724429,April Jones,Home Appliances,12458.03,Alexandria - Smouha,2026-01-27,Pending
793691,Patrick Lane,Toys,8702.51,Cairo - Nasr City,2026-02-07,Success
328898,Danielle Cox,Electronics,7867.8,Port Said - Port Fuad,2025-09-08,Success
348123,Jason Sanders,Groceries,6444.26,Cairo - Nasr City,2026-02-19,Pending
185628,Dorothy Gomez,Home Appliances,13859.56,Port Said - Port Fuad,2026-02-24,Success
361167,Richard Foster,Electronics,496.0,Cairo - Nasr City,2026-02-25,Pending
585995,Tina Schultz,Groceries,8830.89,Giza - Dokki,2025-12-18,Pending
495497,Jeffrey Lee,Groceries,2661.94,Port Said - Port Fuad,2025-08-12,Success
929558,Christopher Irwin,Electronics,11251.76,Suez - Port Tawfik,2026-02-25,Failed
315947,Christine Robinson,Electronics,289.84,Cairo - Nasr City,2025-10-03,Pending
966628,Heather Aguilar,Toys,7379.11,Suez - Port Tawfik,2026-03-05,Pending
564342,Omar Taylor,Fashion,3677.73,Giza - Dokki,2025-11-09,Success
728070,Jeffrey Young,Home Appliances,9533.7,Port Said - Port Fuad,2025-10-22,Failed
658293,Brian Mathis,Home Appliances,8771.66,Cairo - Nasr City,2025-06-23,Failed
863770,David Hernandez,Toys,11423.74,Suez - Port Tawfik,2025-05-19,Success
700031,William Miller,Electronics,2592.68,Cairo - Nasr City,2025-06-24,Failed
159843,Lori Tucker,Toys,2054.7,Suez - Port Tawfik,2026-01-08,Pending
183534,Ashley Hernandez,Electronics,3250.04,Cairo - Nasr City,2025-11-15,Failed
631007,Jonathan Wilson,Groceries,3529.7,Suez - Port Tawfik,2026-01-19,Failed
149081,Dorothy Elliott,Electronics,8891.55,Suez - Port Tawfik,2025-05-25,Success
950148,Timothy West,Groceries,4831.91,Giza - Dokki,2025-04-25,Success
674255,Robert Kelly,Fashion,12005.41,Alexandria - Smouha,2025-09-04,Success
109521,Erik Gregory,Groceries,9969.43,Cairo - Nasr City,2025-05-12,Pending
979979,Evan Lee,Groceries,1362.08,Cairo - Nasr City,2025-04-30,Success
102882,Lindsay Webster,Home Appliances,10478.7,Giza - Dokki,2025-07-17,Pending
986411,Stephen Bailey,Groceries,12250.82,Alexandria - Smouha,2026-01-12,Success
994551,James Fritz,Toys,4396.68,Cairo - Nasr City,2025-06-12,Failed
604144,Mr. Sean Aguilar,Groceries,12568.92,Port Said - Port Fuad,2026-01-01,Failed
586600,Shirley Yates,Electronics,8497.04,Port Said - Port Fuad,2025-06-27,Failed
463661,Jeremy Martin,Toys,13411.3,Alexandria - Smouha,2025-11-20,Pending
226525,Willie Hamilton,Home Appliances,6648.97,Cairo - Nasr City,2026-03-28,Pending
137512,Kristin Nielsen,Home Appliances,10384.59,Giza - Dokki,2026-02-15,Success
145291,Steven Berg,Toys,14221.26,Cairo - Nasr City,2025-06-21,Pending
540606,Melissa Morgan,Home Appliances,12532.09,Alexandria - Smouha,2025-07-12,Pending
985429,Rebecca Woodard,Groceries,8197.29,Suez - Port Tawfik,2025-09-24,Pending
352436,Martin Wiley,Toys,5499.19,Cairo - Nasr City,2025-08-15,Success
218264,Mary Moses,Fashion,7612.44,Alexandria - Smouha,2026-02-21,Success
945718,Dawn Mcdonald,Electronics,9407.24,Port Said - Port Fuad,2025-10-31,Success
312620,Jeffrey Anthony,Groceries,955.97,Port Said - Port Fuad,2025-08-08,Failed
891631,Nicholas Valenzuela,Fashion,1136.72,Suez - Port Tawfik,2025-06-06,Failed
710380,Jason Robinson,Home Appliances,8270.05,Alexandria - Smouha,2025-04-08,Failed
216321,Amanda Harris,Toys,4522.69,Giza - Dokki,2026-03-23,Success
488077,Chelsea Washington,Home Appliances,10020.43,Giza - Dokki,2025-04-27,Success
302938,Thomas Peterson,Home Appliances,11701.03,Port Said - Port Fuad,2025-10-21,Failed
942298,Thomas Taylor,Electronics,1833.73,Giza - Dokki,2025-05-06,Failed
790199,Olivia Barber,Groceries,11939.28,Port Said - Port Fuad,2025-09-27,Success
410639,Melody Hill,Home Appliances,4820.17,Giza - Dokki,2025-10-17,Pending
213875,Carlos Hernandez,Electronics,1556.96,Giza - Dokki,2025-09-14,Failed
409034,Pamela Lyons,Groceries,11711.01,Port Said - Port Fuad,2025-07-08,Success
579785,Dominic Morton,Electronics,12358.94,Giza - Dokki,2026-02-15,Pending
473702,Jimmy Conley,Groceries,2364.16,Cairo - Nasr City,2025-06-02,Pending
580175,Peter Sawyer,Groceries,7007.62,Port Said - Port Fuad,2026-01-02,Failed
489393,Connie Barker,Groceries,928.06,Alexandria - Smouha,2026-01-19,Pending
536293,Christopher Keller,Electronics,3529.15,Giza - Dokki,2025-11-09,Pending
691083,Jody Rowe,Groceries,10236.64,Port Said - Port Fuad,2025-10-19,Pending
799026,Angela Jones DDS,Groceries,451.22,Giza - Dokki,2025-07-09,Failed
476559,Melinda Harrell,Toys,6471.51,Port Said - Port Fuad,2025-06-07,Pending
380681,Bethany Thomas,Groceries,11061.97,Suez - Port Tawfik,2025-04-17,Failed
903481,Harold Young,Electronics,6338.02,Alexandria - Smouha,2026-03-20,Failed
569924,Jennifer Jensen,Fashion,14137.1,Port Said - Port Fuad,2026-02-14,Success
469451,John Adkins III,Fashion,8338.8,Alexandria - Smouha,2025-09-29,Success
386606,Deborah Smith,Home Appliances,7425.73,Giza - Dokki,2025-09-05,Success
666260,Mr. Brian Richardson,Electronics,1299.92,Port Said - Port Fuad,2025-08-29,Pending
337934,Brittany Rios,Home Appliances,7897.81,Port Said - Port Fuad,2025-12-27,Pending
464744,Joanna Kemp,Electronics,4336.31,Alexandria - Smouha,2025-06-09,Pending
533543,Kevin Ramsey,Home Appliances,7763.74,Alexandria - Smouha,2026-03-24,Success
711643,Raymond Taylor,Fashion,9256.93,Port Said - Port Fuad,2025-07-08,Success
259221,Gregory Moore,Electronics,2863.81,Cairo - Nasr City,2025-04-20,Pending
605100,Aaron Burnett,Fashion,8768.6,Giza - Dokki,2025-07-07,Failed
629543,Mrs. Dana Rivera,Fashion,1955.54,Giza - Dokki,2025-10-17,Failed
217541,Katherine Ellis,Groceries,2300.3,Alexandria - Smouha,2025-09-18,Failed
124179,Lisa Hess,Fashion,2911.72,Alexandria - Smouha,2025-11-30,Success
936525,Denise Mccall,Fashion,1041.43,Alexandria - Smouha,2025-08-05,Failed
675884,Judy Gonzalez,Groceries,10856.54,Alexandria - Smouha,2026-02-28,Success
243549,Jasmine Harper,Groceries,13462.31,Alexandria - Smouha,2026-01-03,Success
513678,Maria Ramirez,Fashion,14685.16,Giza - Dokki,2025-07-14,Failed
629951,James Beck,Home Appliances,13423.73,Giza - Dokki,2026-01-07,Failed
888812,Michelle Grant,Toys,8450.28,Alexandria - Smouha,2026-02-20,Success
414741,Craig Barnett,Fashion,8455.11,Cairo - Nasr City,2025-12-31,Pending
295868,Craig Fischer,Home Appliances,6168.77,Cairo - Nasr City,2026-01-27,Failed
781767,Carolyn Gross,Toys,11637.22,Giza - Dokki,2025-12-23,Success
435940,Kimberly Singleton,Electronics,331.18,Port Said - Port Fuad,2025-12-02,Success
692435,Tonya Thornton,Groceries,4310.6,Cairo - Nasr City,2025-06-14,Success
674369,Antonio Morgan,Fashion,4980.03,Port Said - Port Fuad,2025-11-29,Success
282875,Ashley Jackson,Toys,2773.45,Giza - Dokki,2025-06-16,Pending
972638,Jeffrey Crawford,Groceries,4707.67,Alexandria - Smouha,2025-12-27,Success
440732,Daniel Mills,Fashion,4190.94,Giza - Dokki,2025-09-09,Pending
270307,Keith Brewer,Home Appliances,12244.16,Port Said - Port Fuad,2025-11-14,Success
300662,Jason Hall,Fashion,13469.43,Suez - Port Tawfik,2025-08-24,Pending
191350,Patrick Hill,Groceries,12188.25,Cairo - Nasr City,2025-10-14,Success
813863,Samantha Mosley,Toys,11600.87,Alexandria - Smouha,2025-08-07,Pending
805320,Anthony Wolfe,Groceries,10528.46,Cairo - Nasr City,2025-09-16,Pending
583493,Paul Johnson,Toys,12415.37,Port Said - Port Fuad,2025-07-15,Success
986570,Lauren Schmidt,Electronics,8491.4,Giza - Dokki,2025-08-19,Pending
607173,Michelle Tate,Fashion,5042.39,Port Said - Port Fuad,2026-02-02,Pending
756155,Timothy Gaines,Toys,10759.75,Suez - Port Tawfik,2025-10-07,Pending
301349,Rodney Peterson,Electronics,2067.72,Suez - Port Tawfik,2025-06-15,Success
378578,Bryan Anderson,Groceries,2312.8,Alexandria - Smouha,2025-09-29,Pending
246326,Melinda Williams,Groceries,1522.35,Alexandria - Smouha,2025-07-14,Pending
987590,Terry Le,Fashion,14523.39,Alexandria - Smouha,2026-02-10,Failed
187878,Noah Griffith,Fashion,11952.01,Suez - Port Tawfik,2025-05-12,Failed
307169,Hannah Dixon,Electronics,4975.86,Cairo - Nasr City,2025-11-20,Pending
705312,Melissa Patrick,Groceries,10739.87,Giza - Dokki,2025-09-24,Success
538747,Thomas Hanson,Toys,4400.92,Cairo - Nasr City,2025-08-23,Pending
224775,Larry Watkins,Electronics,11731.42,Cairo - Nasr City,2025-12-13,Failed
281897,Pam Lopez,Home Appliances,1268.85,Alexandria - Smouha,2025-07-01,Failed
795159,Eric Castillo,Toys,9746.83,Alexandria - Smouha,2025-10-03,Pending
976476,Brian Meyer,Home Appliances,4233.7,Port Said - Port Fuad,2026-03-08,Success
838540,Jacqueline Baird,Groceries,10799.03,Port Said - Port Fuad,2026-03-08,Pending
864484,Hannah Nelson,Electronics,7897.61,Port Said - Port Fuad,2025-06-30,Success
774196,Daniel Christensen,Electronics,4177.12,Port Said - Port Fuad,2025-06-13,Pending
887805,Jordan Rivera,Electronics,10292.93,Suez - Port Tawfik,2025-11-15,Success
460343,Dan Ewing,Toys,3142.79,Cairo - Nasr City,2025-11-11,Success
958770,William Banks,Groceries,11213.69,Port Said - Port Fuad,2025-04-25,Failed
597047,Jasmine Morgan,Home Appliances,7224.02,Suez - Port Tawfik,2026-02-19,Failed
151047,Terry Bender,Fashion,2693.92,Cairo - Nasr City,2025-06-09,Success
814494,Fernando Parker,Toys,8349.92,Alexandria - Smouha,2026-03-16,Failed
480927,Patricia Johnson,Groceries,14850.62,Giza - Dokki,2025-04-03,Success
925682,Bradley Jones,Toys,4079.06,Port Said - Port Fuad,2025-09-10,Success
